No.,Compound.name,CAS.RN,log_Koa,smiles,Fsp3,XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomP,nAtomLC,nB,nBase,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nAcid,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,nRings7,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,TopoPSA,topoShape,PetitjeanNumber,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.22,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.ssNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.sOH,khs.dO,khs.ssO,khs.sF,khs.ssssSi,khs.dsssP,khs.dssS,khs.ddssS,khs.sCl,khs.sBr,khs.ssssSn,khs.sI,Kier1,Kier2,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,nHBDon,nHBAcc,bpol,apol,ExactMolWeight,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HeavyAtomMolWt,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,MolWt,NumRadicalElectrons,NumValenceElectrons,BalabanJ,BertzCT,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,MolLogP,MolMR,HeavyAtomCount,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumAmideBonds,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA_1,PEOE_VSA_2,PEOE_VSA_3,PEOE_VSA_4,PEOE_VSA_5,PEOE_VSA_6,PEOE_VSA_7,PEOE_VSA_8,PEOE_VSA_9,PEOE_VSA_10,PEOE_VSA_11,PEOE_VSA_12,PEOE_VSA_13,PEOE_VSA_14,SMR_VSA_1,SMR_VSA_2,SMR_VSA_3,SMR_VSA_4,SMR_VSA_5,SMR_VSA_6,SMR_VSA_7,SMR_VSA_8,SMR_VSA_9,SMR_VSA_10,SlogP_VSA_1,SlogP_VSA_2,SlogP_VSA_3,SlogP_VSA_4,SlogP_VSA_5,SlogP_VSA_6,SlogP_VSA_7,SlogP_VSA_8,SlogP_VSA_9,SlogP_VSA_10,MQNs_1,MQNs_2,MQNs_3,MQNs_4,MQNs_5,MQNs_6,MQNs_7,MQNs_8,MQNs_9,MQNs_10,MQNs_11,MQNs_12,MQNs_13,MQNs_14,MQNs_15,MQNs_16,MQNs_17,MQNs_18,MQNs_19,MQNs_20,MQNs_21,MQNs_22,MQNs_23,MQNs_24,MQNs_25,MQNs_26,MQNs_27,MQNs_28,MQNs_29,MQNs_30,MQNs_31,MQNs_32,MQNs_33,MQNs_34,MQNs_35,MQNs_36,MQNs_37,MQNs_38,MQNs_39,MQNs_40,MQNs_41,MQNs_42,CHds,XHds,HBAs,HydA0,HydA,HydP0,HydP,Hyd0,Hyd,delta_g_sol_oct,HBA1,HBA2,HBD,logP,MR,MW,nF,TPSA
232,iodoethane,75-03-6,2.59,CCI,1,1.936,155.9656486,0,0,1.57,0,3,2,0,8,0,0,1.8712,3.50138944,24.3909,0,0,0,0,0,0,0,0,0,0,6,4,0,4.914213562,1.638071187,2.207106781,0,0,2,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,43.01,0,6,2.707106781,1.414213562,0.707106781,0,0,0,0,0,4.242569545,2.499949695,1.792842914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,194.1732978,135.6960831,52.98361575,0,0,113.6386626,11.56591986,10.56591986,0,0,0,0,9.056035,12.203965,155.9435982,2,2,2,150.926,0.086675952,-0.003318429,0.003318429,-0.086675952,155.966,0,20,1.632993162,2.754887502,2.707106781,1.414213562,2.085071254,0.974368023,0.267261242,0,0,4.242569545,2.499949695,1.792842914,0,0,0.73,3.73,2.73,2.73,1.4413,24.561,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.36603126,0,0,0,0,0,29.51460783,4.427552402,0,0,0,0,0,0,0,0,0,0,0,6.9237372,4.427552402,0,0,0,22.59087063,0,4.427552402,0,0,6.9237372,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9014,0,0.5652,7.1781,1.715607075,-14.3342,-3.425956023,-7.1562,-1.710372849,-3.670540849,0,0,0,1.4413,24.691,155.96557,0,0
332,"1,4-dibromobenzene",106-37-6,5.21,Brc1ccc(Br)cc1,0,3.618,235.9032343,0,0,1.9,6,6,8,0,12,6,6,3.3268,11.06759824,41.3036,0,1,1,1,1,0,0,1,0,0,36,62,7,15.53282921,1.941603651,4.990326432,0,0,4,0,0.666666667,0.4,0,0,0,0,3.301927249,5.656854249,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.125,2.52,0,88.02,0.75,58,5.983127663,3.7876937,3.365043969,2.304530453,1.426746322,1.304737854,0.333333333,0,7.237323101,3.785328217,3.267786838,1.860874188,0.958214872,1.187488283,0.21821789,0,0.816496581,0.760079655,1.138071187,0.755928946,0.596182363,1.178743269,0.577350269,0,0,0,0.654653671,0,0,0,0,0,0,0.083333333,0.166666667,0,0,0,0.027777778,0.109108945,0,0,6,0,0,0,0,0,589.0565047,622.631911,729.9062227,490.4885242,141.0709853,94.51618158,19.30535092,32.61070184,29.61070184,13.30535092,0,0,6.952828,19.327172,233.8679743,0.75,1,1.25,231.874,0.05083833,0.017554065,0.017554065,-0.05083833,235.906,0,42,3.032455532,145.3883389,5.983127663,3.7876937,4.065330023,2.199331678,1.43643578,0.803543161,0.429549359,7.237323101,3.785328217,3.267786838,1.860874188,0.958214872,0.18,6.302249389,2.646097475,1.600119577,3.2116,41.842,8,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,65.16649833,0,0,0,0,0,31.8598878,24.26546827,8.945439032,0,0,0,0,0,0,0,0,0,0,0,0,33.21090731,0,0,31.8598878,0,0,0,0,0,33.21090731,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,8,2,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,2.5577,0,0.5691,0.6834,0.16333652,-15.6598,-3.742782027,-14.9764,-3.579445507,-7.947221507,0,0,0,3.2116,41.842,235.90396,0,0
349,"o,p'-DDD",53-19-0,9.57,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,0.142857143,5.995,320.0414604,1,3,2.56,6,10,19,0,28,12,12,5.7459,33.01536681,79.9654,0,2,2,2,2,0,0,2,0,0,90,581,27,35.99086826,1.999492681,9.938777855,0,0,5.247927513,0,0.8,0.444444444,0,0,0,0,8.573125826,16.84678463,0,6.534047078,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14.4099723,6.437869822,0.142857143,535.04,0.722222222,258,13.12095586,8.592224153,7.766914659,6.046857884,4.975820786,4.055444544,2.152762539,1.48037858,12.30907637,7.002601837,5.892607411,3.821516257,2.79989836,2.00304944,0.919837584,0.596275373,2.698459123,4.339608512,6.343799833,1.800523685,2.536274469,3.354169872,1.27157127,0,0.308252633,0,1.044108794,0,0.213531369,0,0,0,0,0.166666667,0.262891712,0,0,0,0.055555556,0.095069094,0,0,10,2,1,0,1,0,1499.579962,1730.191598,2338.828864,2411.923147,2131.447124,48.85179963,26.80708256,45.42357374,44.56593575,49.42124767,0,0,12.61207,40.02793,317.953661,0.777777778,1.388888889,1.944444444,309.966,0.118277552,0.118277552,0.104335408,-0.104335408,320.046,0,94,2.467618737,519.5721302,13.12095586,8.592224153,9.285360584,5.37380133,3.885189994,2.721381263,1.858204337,12.30907637,7.002601837,5.892607411,3.821516257,2.79989836,-0.4,14.0185455,6.164208984,3.128924687,5.929,80.241,18,0,0,0,0,4,3,0,2,0,0,0,0,2,0,0,0,2,0.142857143,0,0,0,126.4314465,0,0,0,0,23.20187978,53.53371512,29.32600419,15.96317267,0,4.83626969,0,0,0,0,0,0,0,0,10.75417574,0,69.70310616,0,0,46.40375956,0,4.83626969,0,0,17.04480903,48.53093655,10.04526663,0,0,0,14,0,4,0,0,0,0,0,0,0,0,18,7,0,0,6,6,0,3,0,0,0,0,0,0,4,0,2,0,8,4,0,0,0,0,2,0,0,0,0,0,0,5.4894,0,1.0296,-0.0957,-0.022872849,-29.114,-6.958413002,-28.0334,-6.700143403,-14.7635834,0,0,0,5.929,80.314,320.0412,0,0
355,2-chlorobiphenyl,2051-60-7,6.43,Clc1ccccc1-c1ccccc1,0,4.584,188.6532351,0,1,2.67,12,8,14,0,22,12,12,4.0128,16.10256384,55.999,0,2,2,2,2,0,0,2,0,0,64,240,17,26.4502542,2.034634939,2.547069147,0,0,4.807354922,0,0.75,0.428571429,0,0,0,0,12.40719569,11.39982444,0,2.381101578,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.551020408,4.481481481,0,373.01,0.923076923,151,9.096011838,6.377010098,5.323685641,4.43315398,3.607583662,2.793300895,1.373130305,0.885919191,7.830045842,4.554980581,3.253071809,2.288238952,1.55787348,0.989550255,0.416812515,0.217544678,1.440177475,2.343625286,3.058913543,0.705316555,0.949724133,1.02620595,0.538451691,0,0.164266427,0,0.319165535,0,0.07130182,0,0,0,0,0.185395406,0.190371421,0,0,0,0.059852793,0.061423436,0,0,10,2,0,0,0,0,859.9874217,974.1414214,1261.937066,1153.858459,801.6949272,20.71294991,15.95177064,21.90354128,22.85531192,18.85531192,0,0,10.258863,29.301137,188.039278,0.692307692,1.307692308,2,179.585,0.083664221,0.048388688,0.048388688,-0.083664221,188.657,0,64,2.536070446,392.8790478,9.096011838,6.377010098,7.074116896,4.177016108,2.845871682,1.958650731,1.313031159,7.830045842,4.554980581,3.253071809,2.288238952,1.55787348,-1.27,8.333753466,3.629389016,1.73184395,4.007,56.888,13,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,82.79176355,0,0,0,0,0,60.13187644,11.62981856,10.58608481,0,0,0,0,0,0,0,0,0,0,0,0,59.61993693,0,11.12690298,11.60093989,0,0,0,0,0,54.59730362,5.022633314,11.12690298,0,0,12,0,1,0,0,0,0,0,0,0,0,13,2,0,0,6,6,0,1,0,0,0,0,0,0,1,0,0,0,9,3,0,0,0,0,2,0,0,0,0,0,0,4.1434,0,0.3114,-7.1619,-1.711735182,-11.0602,-2.643451243,-18.222,-4.355162524,-9.804682524,0,0,0,4.007,56.888,188.65286,0,0
356,3-chlorobiphenyl,2051-61-8,6.78,Clc1cccc(-c2ccccc2)c1,0,4.584,188.6532351,0,1,2.67,12,8,14,0,22,12,12,4.0128,16.10256384,55.999,0,2,2,2,2,0,0,2,0,0,64,246,16,26.45210158,2.034777045,2.527900804,0,0,4.807354922,0,0.75,0.428571429,0,0,0,0,12.58450384,11.65071827,0,1.650963624,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.551020408,4.481481481,0,373.01,0.923076923,153,9.096011838,6.360173345,5.429947387,4.29345332,3.514753069,2.78210641,1.441171687,0.934031714,7.830045842,4.548997517,3.312808533,2.166837019,1.488933483,0.984832165,0.444089751,0.233293198,1.291973768,1.996030159,2.633525958,0.582054387,0.747986559,0.831622864,0.622008468,0,0.083333333,0,0.355648903,0,0.027777778,0,0,0,0,0.185395406,0.190371421,0,0,0,0.059852793,0.061423436,0,0,10,2,0,0,0,0,839.4053867,944.6165149,1209.328512,1067.812063,752.1919339,20.71294991,15.95177064,21.90354128,19.90354128,15.90354128,0,0,10.258863,29.301137,188.039278,0.692307692,1.384615385,2.076923077,179.585,0.084321396,0.041166353,0.041166353,-0.084321396,188.657,0,64,2.475185673,392.8790478,9.096011838,6.360173345,7.074116896,4.171033044,2.876372752,1.931739916,1.298645634,7.830045842,4.548997517,3.312808533,2.166837019,1.488933483,-1.27,8.333753466,3.629389016,1.902959762,4.007,56.888,13,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,82.79176355,0,0,0,0,0,54.06550937,23.25963712,5.022633314,0,0,0,0,0,0,0,0,0,0,0,0,59.61993693,0,11.12690298,11.60093989,0,0,0,0,0,54.59730362,5.022633314,11.12690298,0,0,12,0,1,0,0,0,0,0,0,0,0,13,2,0,0,6,6,0,1,0,0,0,0,0,0,1,0,0,0,9,3,0,0,0,0,2,0,0,0,0,0,0,4.1223,0,0.3148,-7.1646,-1.712380497,-11.1207,-2.65791109,-18.2853,-4.370291587,-9.819811587,0,0,0,4.007,56.888,188.65286,0,0
358,"2,2'-dichlorobiphenyl",13029-08-8,6.86,Clc1ccccc1-c1ccccc1Cl,0,5.206,223.0982319,1,1,2.56,12,8,15,0,22,12,12,4.6772,21.87619984,60.8038,0,2,2,2,2,0,0,2,0,0,70,287,20,28.30607711,2.021862651,5.093770709,0,0,4.906890596,0,0.75,0.428571429,0,0,0,0,9.460176034,12.74693699,0,3.965406457,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10.51555556,4.68,0,347.02,0.857142857,162,9.966255326,6.7876937,5.85119109,4.905593715,3.962018314,3.112737823,1.550714578,0.930668863,8.886588992,5.038593957,3.77409281,2.697062199,1.834341497,1.218949385,0.506717408,0.246847741,1.94548283,3.098141575,4.374484689,1.027460092,1.364461569,1.67034727,0.743570048,0,0.248005645,0,0.471664403,0,0.115324452,0,0,0,0,0.166666667,0.262891712,0,0,0,0.055555556,0.090771857,0,0,10,2,0,0,0,0,1020.942199,1170.962086,1558.472661,1488.090431,1086.430788,29.42589982,18.90354128,27.80708256,31.71062384,27.71062384,0,0,9.585656,30.814344,222.0003056,0.571428571,0.928571429,1.285714286,215.038,0.083663305,0.048442251,0.048442251,-0.083663305,223.102,0,70,2.608847827,406.0796467,9.966255326,6.7876937,7.3747311,4.282665011,2.959692556,2.037885757,1.359274682,8.886588992,5.038593957,3.77409281,2.697062199,1.834341497,-0.98,9.57026343,4.035028732,1.767430832,4.6604,61.898,14,0,0,0,0,2,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,93.09502978,0,0,0,0,0,59.60008219,12.13273414,21.17216961,0,0,0,0,0,0,0,0,0,0,0,0,58.57620318,0,11.12690298,23.20187978,0,0,0,0,0,48.53093655,10.04526663,11.12690298,0,0,12,0,2,0,0,0,0,0,0,0,0,14,3,0,0,6,6,0,1,0,0,0,0,0,0,2,0,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0,4.0039,0,0.4905,-5.625,-1.344407266,-15.1309,-3.616371893,-20.7559,-4.960779159,-11.29892316,0,0,0,4.6604,61.898,223.09792,0,0
359,"2,3-dichlorobiphenyl",16605-91-7,7.35,Clc1cccc(-c2ccccc2)c1Cl,0,5.206,223.0982319,1,1,2.56,12,8,15,0,22,12,12,4.6772,21.87619984,60.8038,0,2,2,2,2,0,0,2,0,0,70,291,20,28.30029152,2.021449394,5.057540184,0,0,4.906890596,0,0.75,0.428571429,0,0,0,0,10.01987797,12.1216859,0,3.965406457,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10.51555556,4.68,0,347.02,0.857142857,164,9.966255326,6.7876937,5.829249007,5.025166871,3.850620199,2.968552681,1.565525074,1.042203143,8.886588992,5.038593957,3.752568428,2.855291957,1.754094188,1.122577133,0.518266873,0.291914427,2.067282172,3.044641626,4.204347643,1.186066076,1.403859375,1.656694368,0.73090178,0,0.282691565,0,0.460902212,0,0.157760552,0,0,0,0,0.170103454,0.234292039,0,0,0,0.056131276,0.082620111,0,0,10,2,0,0,0,0,1015.62909,1163.054892,1544.728513,1462.549397,1023.802007,29.42589982,18.90354128,27.80708256,37.47180311,24.7588532,0,0,9.585656,30.814344,222.0003056,0.714285714,1.428571429,2.142857143,215.038,0.082689258,0.067013395,0.067013395,-0.082689258,223.102,0,70,2.580077826,435.3296467,9.966255326,6.7876937,7.3747311,4.282665011,2.967403829,2.036389387,1.344457756,8.886588992,5.038593957,3.752568428,2.855291957,1.754094188,-0.98,9.57026343,4.035028732,1.767430832,4.6604,61.898,14,0,0,0,0,2,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,93.09502978,0,0,0,0,0,65.66644926,11.62981856,5.563451492,10.04526663,0,0,0,0,0,0,0,0,0,0,0,58.57620318,0,11.12690298,23.20187978,0,0,0,0,0,48.53093655,10.04526663,11.12690298,0,0,12,0,2,0,0,0,0,0,0,0,0,14,3,0,0,6,6,0,1,0,0,0,0,0,0,2,0,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0,4.0412,0,0.4765,-5.6256,-1.344550669,-14.8366,-3.546032505,-19.8465,-4.743427342,-11.08157134,0,0,0,4.6604,61.898,223.09792,0,0
360,"2,3'-dichlorobiphenyl",25569-80-6,7.31,Clc1cccc(-c2ccccc2Cl)c1,0,5.206,223.0982319,1,1,2.56,12,8,15,0,22,12,12,4.6772,21.87619984,60.8038,0,2,2,2,2,0,0,2,0,0,70,294,19,28.30791719,2.021994085,5.075231131,0,0,4.906890596,0,0.75,0.428571429,0,0,0,0,9.535869294,13.21879221,0,3.14734519,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10.51555556,4.68,0,347.02,0.857142857,164,9.966255326,6.770856948,5.957452836,4.760280805,3.915162565,2.987626101,1.69732338,0.959720698,8.886588992,5.032610893,3.833829534,2.574164501,1.786464659,1.133375563,0.580388863,0.258210262,1.789342202,2.845267696,3.743811843,0.902470762,1.19870787,1.324428996,0.827126825,0,0.164266427,0,0.508147771,0,0.07130182,0,0,0,0,0.166666667,0.262891712,0,0,0,0.055555556,0.090771857,0,0,10,2,0,0,0,0,996.6846729,1136.144536,1496.059181,1386.493161,1016.800068,29.42589982,18.90354128,27.80708256,28.7588532,24.7588532,0,0,9.585656,30.814344,222.0003056,0.785714286,1.571428571,2.285714286,215.038,0.084321389,0.048389561,0.048389561,-0.084321389,223.102,0,70,2.549116843,449.5796467,9.966255326,6.770856948,7.3747311,4.276681947,2.990193627,2.009479177,1.35133449,8.886588992,5.032610893,3.833829534,2.574164501,1.786464659,-0.98,9.57026343,4.035028732,1.917657448,4.6604,61.898,14,0,0,0,0,2,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,93.09502978,0,0,0,0,0,53.53371512,23.7625527,15.60871812,0,0,0,0,0,0,0,0,0,0,0,0,58.57620318,0,11.12690298,23.20187978,0,0,0,0,0,48.53093655,10.04526663,11.12690298,0,0,12,0,2,0,0,0,0,0,0,0,0,14,3,0,0,6,6,0,1,0,0,0,0,0,0,2,0,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0,4.2062,0,0.5604,-5.6257,-1.34457457,-16.9527,-4.051792543,-22.5785,-5.396391013,-11.73453501,0,0,0,4.6604,61.898,223.09792,0,0
361,"2,4-dichlorobiphenyl",33284-50-3,7.15,Clc1ccc(-c2ccccc2)c(Cl)c1,0,5.206,223.0982319,1,1,2.56,12,9,15,0,22,12,12,4.6772,21.87619984,60.8038,0,2,2,2,2,0,0,2,0,0,70,298,19,28.29999444,2.021428175,5.065530734,0,0,4.906890596,0,1,0.5,0,0,0,0,9.972207147,12.71129066,0,3.14734519,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10.51555556,4.68,0,347.02,0.857142857,179,9.966255326,6.770856948,5.957452836,4.753183786,3.951443033,2.937345885,1.72582304,0.971355636,8.886588992,5.032610893,3.833829534,2.563731748,1.858903588,1.113291834,0.598539818,0.260652556,1.780384384,2.892420573,3.740786467,0.896257209,1.278616543,1.394809563,0.827126825,0,0.164266427,0,0.508147771,0,0.07130182,0,0,0,0,0.170103454,0.234292039,0,0,0,0.056131276,0.082620111,0,0,10,2,0,0,0,0,995.6721608,1134.905708,1499.877789,1393.154042,997.1100852,29.42589982,18.90354128,27.80708256,28.7588532,30.52003247,0,0,9.585656,30.814344,222.0003056,0.785714286,1.5,2.142857143,215.038,0.084288156,0.049869942,0.049869942,-0.084288156,223.102,0,70,2.527804032,435.3296467,9.966255326,6.770856948,7.3747311,4.276681947,2.990193627,2.015925637,1.341300714,8.886588992,5.032610893,3.833829534,2.563731748,1.858903588,-0.98,9.57026343,4.035028732,1.917657448,4.6604,61.898,14,0,0,0,0,2,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,93.09502978,0,0,0,0,0,59.60008219,17.69618563,15.60871812,0,0,0,0,0,0,0,0,0,0,0,0,58.57620318,0,11.12690298,23.20187978,0,0,0,0,0,48.53093655,10.04526663,11.12690298,0,0,12,0,2,0,0,0,0,0,0,0,0,14,3,0,0,6,6,0,1,0,0,0,0,0,0,2,0,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0,4.2496,0,0.5703,-5.6261,-1.344670172,-17.2242,-4.1166826,-22.8503,-5.461352772,-11.79949677,0,0,0,4.6604,61.898,223.09792,0,0
362,"2,4'-dichlorobiphenyl",34883-43-7,7.37,Clc1ccc(-c2ccccc2Cl)cc1,0,5.206,223.0982319,1,1,2.56,12,9,15,0,22,12,12,4.6772,21.87619984,60.8038,0,2,2,2,2,0,0,2,0,0,70,301,19,28.30844293,2.022031638,5.069934108,0,0,4.906890596,0,1,0.5,0,0,0,0,9.651151834,13.46049094,0,2.701599969,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10.51555556,4.68,0,347.02,0.857142857,181,9.966255326,6.770856948,5.945547454,4.843837582,3.759279948,3.022941351,1.661825689,1.070831809,8.886588992,5.032610893,3.83037521,2.610647869,1.695597398,1.146034973,0.553962967,0.31178169,1.848425766,2.69308121,3.564218898,0.923534445,1.114384124,1.240968308,0.827126825,0,0.164266427,0,0.508147771,0,0.07130182,0,0,0,0,0.166666667,0.262891712,0,0,0,0.055555556,0.090771857,0,0,10,2,0,0,0,0,984.7879814,1119.702632,1472.526474,1355.532227,947.7465111,29.42589982,18.90354128,27.80708256,28.7588532,21.80708256,0,0,9.585656,30.814344,222.0003056,0.714285714,1.357142857,2,215.038,0.084343739,0.048388701,0.048388701,-0.084343739,223.102,0,70,2.498254963,432.3296467,9.966255326,6.770856948,7.3747311,4.276681947,2.986739303,2.029083333,1.32476692,8.886588992,5.032610893,3.83037521,2.610647869,1.695597398,-0.98,9.57026343,4.035028732,1.917657448,4.6604,61.898,14,0,0,0,0,2,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,93.09502978,0,0,0,0,0,53.53371512,23.7625527,15.60871812,0,0,0,0,0,0,0,0,0,0,0,0,58.57620318,0,11.12690298,23.20187978,0,0,0,0,0,48.53093655,10.04526663,11.12690298,0,0,12,0,2,0,0,0,0,0,0,0,0,14,3,0,0,6,6,0,1,0,0,0,0,0,0,2,0,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0,4.2932,0,0.5808,-5.6248,-1.344359465,-17.5098,-4.184942639,-23.1347,-5.529326004,-11.86747,0,0,0,4.6604,61.898,223.09792,0,0
363,"2,5-dichlorobiphenyl",34883-39-1,7.16,Clc1ccc(Cl)c(-c2ccccc2)c1,0,5.206,223.0982319,1,1,2.56,12,8,15,0,22,12,12,4.6772,21.87619984,60.8038,0,2,2,2,2,0,0,2,0,0,70,293,19,28.29911867,2.02136562,5.076402453,0,0,4.906890596,0,0.75,0.428571429,0,0,0,0,9.634349289,12.98324058,0,3.301927249,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10.51555556,4.68,0,347.02,0.857142857,164,9.966255326,6.770856948,5.957452836,4.775572757,3.795645087,3.252140689,1.570073979,0.96854951,8.886588992,5.032610893,3.833829534,2.577886017,1.735189579,1.318555655,0.520769889,0.260320163,1.793310662,2.724200004,4.10003678,0.903334343,1.156679291,1.556847157,0.827126825,0,0.164266427,0,0.508147771,0,0.07130182,0,0,0,0,0.170103454,0.234292039,0,0,0,0.056131276,0.082620111,0,0,10,2,0,0,0,0,1001.373374,1143.082501,1512.958012,1409.762469,1027.459015,29.42589982,18.90354128,27.80708256,28.7588532,24.7588532,0,0,9.585656,30.814344,222.0003056,0.785714286,1.5,2.214285714,215.038,0.084319602,0.048493781,0.048493781,-0.084319602,223.102,0,70,2.565840903,435.3296467,9.966255326,6.770856948,7.3747311,4.276681947,2.990193627,2.013200693,1.336429058,8.886588992,5.032610893,3.833829534,2.577886017,1.735189579,-0.98,9.57026343,4.035028732,1.917657448,4.6604,61.898,14,0,0,0,0,2,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,93.09502978,0,0,0,0,0,53.53371512,23.7625527,15.60871812,0,0,0,0,0,0,0,0,0,0,0,0,58.57620318,0,11.12690298,23.20187978,0,0,0,0,0,48.53093655,10.04526663,11.12690298,0,0,12,0,2,0,0,0,0,0,0,0,0,14,3,0,0,6,6,0,1,0,0,0,0,0,0,2,0,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0,4.2584,0,0.5753,-5.626,-1.344646272,-17.3493,-4.146582218,-22.9754,-5.49125239,-11.82939639,0,0,0,4.6604,61.898,223.09792,0,0
